hs_code,hs_description
5514199090,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OWF NESOI
5514210020,WV FB SYN LT 85% MX CT GT 170G/M2 DYD PLY PW PL/BC
5514210030,W FB SYN LT 85% MX CT GT 170G/M2 DYE PLY PW SH N N
5514210050,W FB SYN LT 85% MX CT GT 170G/M2 DYE PLY SH NAP
5514210090,WV FB SY LT 85% MX CT GT 170G/M2 DYE PLN WEAV DUCK
5514220020,W F SY LT 85% M CT GT 170G/M2 DYE 3-4TD TL PSF N N
5514220040,W F SY LT 85% M CT GT 170G/M2 DYE 3-4TD TL PSF NAP
5514230020,WV FB SY LT 85% M CT GT 170G/M2 DYED OWFPSF ST/T W
5514230040,WV F SY LT 85% M CT GT 170G/M2 DYED OWFPSF OK E PW
5514230090,WV FB SYN LT 85% MX CT GT 170G/M2 DYED OWFPSF OTHR
5514290010,WV FB SYN LT 85% MX CT GT 170G/M2 DYE OTH W F P/BC
5514290020,WV FB SYN LT 85% MX CT GT 170G/M2 DYE OTH SHEET
5514290030,WV FB SYN LT 85% MX CT GT 170G/M2 DYE OTH W F DUCK
5514290040,WV FB SYN LT 85% MX CT GT 170G/M2 DYE OT W F S/T W
5514290090,WV FB SYN LT 85% MX CT GT 170G/M2 DYED OWF NESOI
5514303100,WV FB SYN SF <85% MX CT >170G/M2 YDC PY SF PL/WV
5514303210,WV FB SY LT 85% M C GT 170G/M2 YDC 3-4T PSF BLU DN
5514303215,"WOV FAB SYN,LT 85% MIX W COT,GT 170G/M2, DEN NT BL"
5514303280,WV FB SY LT 85% M C GT 170G/M2 YDC 3-4T PY ST OTH
5514303310,WV FB SY LT 85% M C GT 170G/M2 YDC OWFPSF JACQ WV
5514303390,WV FB SY LT 85% M C GT 170G/M2 YDC OWFPSF N JAC W
5514303910,WV FB SY LT 85% M C GT 170G/M2 YDC OT WV FB BL DNM
5514303920,WV FB SY LT 85% M C GT 170G/M2 YDC OT WV FB JAC WV
5514303990,WV FB SY LT 85% M C GT 170G/M2 YDC OT WV FB NESOI
5514410020,WV FB SYN LT 85% MX CT GT 170G/M2 PRNT PY PW PL/BC
5514410030,WV FB SYN LT 85% MX CT GT 170G/M2 PRT PY PW N NP
5514410050,WV FB SYN LT 85% MX CT GT 170G/M2 PRT PY PW SH NAP
5514410090,WV FB SY LT 85% MX CT GT 170G/M2 PRNT OTH 1 PW DCK
5514420020,WV FB SY LT 85% M COT GT 170G/M2 PRT 3-4TD TL PSF
5514420040,WV FB SY LT 85% M C GT170G/M2 PRT 3-4TD TL PSF NAP
5514430020,WV FB SY LT 85% M CT GT 170G/M2 PRNT OWFPSF ST/T W
5514430040,WV F SY LT 85% M CT GT 170G/M2 PRNTD OWFPSF DK
5514430090,WV FB SYN LT 85% MX CT GT 170G/M2 PRNT OWFPSF OTHR
5514490010,WV FB SYN LT 85% MX CT GT 170G/M2 PRNT OT W F P/BC
5514490020,WV FB SYN LT 85% MX CT GT 170G/M2 PRNTD OT W F SHT
5514490030,WV FB SYN LT 85% MX CT GT 170G/M2 PRNTD OT DUCK
5514490040,WV FB SYN LT 85% MX CT GT 170G/M2 PRNT S/T W
5514490090,WV FB SYN LT 85% MX CT LT 170G/M2 PRNTD OWF NESOI
5515110005,OTH WOV FB SYN PLY SF M VIS RAY SF YDC EX JC/BL DN
5515110010,OTH WOV FAB SYN PLY S F M VIS RAY S F BLUE DENIM
5515110015,OTH WOV FAB SYN PLY S F M VIS RAY S F POPL/BRDCLTH
5515110020,OTH WOV FAB SYN PLY ST FB M VIS RAY ST FB SHEETING
5515110025,OTH WOV FAB SYN PLY ST FB M VIS RAY ST FB PRNTCLTH
5515110030,OTH WOV FAB SYN PLY ST FB M VIS RAY ST FB CHEESECL
5515110035,OTH WOV FAB SYN PLY ST FB M VIS RAY ST FB DUCK
5515110040,OTH WOV FAB SYN PLY ST FB M VIS RAY ST F S/T WV
5515110045,OTH WOV FAB SYN PLY ST FB M VIS RAY ST FB OXF CLTH
5515110090,OTH WOV FAB SYN PLY ST FB M VIS RAY ST FB OT-NESOI
5515120010,OTH WOV FAB SYN PLY ST FB M MMF FIL POPL/BRDCLTH
5515120022,OTH WOV FAB SYN PLY FB MMF FIL SHT WD GT 254 CM
5515120027,OTH WOV FAB SYN PLY ST FB MMF FIL SHT LT=254CM
5515120030,OTH WOV FAB SYN PLY ST FB M MMF FIL PRINTCLOTH
5515120040,OTH WOV FAB SYN PLY ST FB M MMF FIL SATIN/TWILL WV
5515120090,OTH WOV FAB SYN POLY STP FB MIXED MMF FIL OT-NESOI
5515130510,OT WOV FB SYN PLY ST FB WFAH GT=36% WL/FAH N COMB
5515130520,OT WOV FB SYN PLY ST FB WFAH GT=36% WL/FAH COMBED
5515131010,OTH WOV FAB POLY ST FB MX WL/FINE ANML HR NT COMBD
5515131020,"OTH WOV FAB POLY ST FB MX WOOL/FINE ANML HR, COMBD"
5515190005,OTH WOV FB SYN PLY S
5515190010,OTH WOV FAB SYN PLY ST
5515190015,OTH WOV FAB SYN PLY ST FB OTHER ST FB POPL/BRDCLTH
5515190020,OTH WOV FAB SYN PLY STP FIBER OTHER ST FB SHEETING
5515190025,OTH WOV FAB SYN PLY STP FIBER OTHER ST FB PRNTCLTH
5515190030,OTH WOV FAB SYN PLY STP FIBER OTHER ST FB CHESCLTH
5515190035,OTH WOV FAB SYN PLY STP FIBER OTHER ST FB DUCK
5515190040,OTH WOV FAB SYN PLY STP FIBER OTHER ST F S/T WV
5515190045,OTH WOV FAB SYN PLY STP FIBER OTHER ST FB OT OX CL
5515190090,OTH WOV FAB SYN PLY STP FIBER OTHER ST FB OT-NESOI
5515210010,OTH WOV FAB SYN ACR/MAC SF MX M/S MNM FIL POP/BRDC
5515210020,OTH WOV FAB SYN ACR/MAC SF MX M/S MNM FIL SHEETING
5515210030,OTH WOV FAB SYN ACR/MAC SF MX M/S MNM FIL PRINTCTH
5515210040,OTH WOV FAB SYN ACR/MAC SF MX M/S MNM FIL ST/TW W
5515210090,OTH WOV FAB SYN ACR/MAC SF MX M/S MNM FIL OT-NESOI
5515220510,SYN ACR/MAC SF MX M/S W/FAH GT=36%WFAH N COMB
5515220520,O W F SYN ACR/MAC MX M/S W/FAH GT=36%WFAH COMBED
5515221000,OT WV FB SYN ACR/MAC SF MX M/S LT 36% WL/FN ANL HR
5515290005,OT WOV FAB SY AC/MA SF O YRN DIF CLR EX BL DN/JC W
5515290010,OTH WOV FAB SYN AC/MA ST FB OTHER BLUE DENIM
5515290015,OTH WOVEN FABRIC SYN ACR/MAC ST FB OTH POPLIN/BRCL
5515290020,OTHER WOVEN FABRICS SYN ACR/MAC ST FB OTH SHEETING
5515290025,OTHER WOVEN FABRICS SYN ACR/MAC ST FB OTH PRNTCLTH
5515290030,OTHER WOVEN FABRICS SYN ACR/MAC ST FB OTH OXF CLTH
5515290035,OTHER WOVEN FABRICS SYNTHETIC ACR/MAC ST FB O DUCK
5515290040,OTH WOV FAB OF SYNTHETIC ACR/MAC ST FB OT ST/TW WV
5515290045,OTHER WOVEN FABRIC OF SYNTHETIC ACR/MAC ST F O P/W
5515290090,OTHER WOVEN FABRICS OF SYN ACR/MAC ST FB OTH-NESOI
5515910010,OTH WOV FAB SYN ST FB OT WOV FAB M M/S MNM FL PP/B
5515910020,OTH WOV FB SYN ST FB OT WOV FAB M M/S MNM FL SHTNG
5515910030,OTH WOV FB SYN ST FB OT WOV FAB M M/S MNM FL PRTCL
5515910040,OTH WOV FB SYN ST FB OT WOV FB M M/S MNM FL ST/T W
5515910090,OTH WOV FB SYN ST FB O WOV FB M M/S MNM FL O NESOI
5515990510,O WV FB SYN SF O WV FB M W/FAH GT=36% WGT W/FAH
5515990520,O WV FB SYN SF O WV FB M W/FAH GT=36% WT W/FAH CMB
5515991010,"OTH WOV FAB SYN ST FB MIXED WOOL/FN AN HAIR,NT CMB"
5515991020,"OTH WOV FAB SYN ST FB MIXED WOOL/FN AN HAIR, COMBD"
5515999005,OTH WOV FAB OF SYN STP FIB OTH YR DF CL EX BD/JC W
5515999010,OTH WOVEN FAB OF SYNTHETIC STAPLE FIBERS O BLUE DN
5515999015,OTH WOV FAB OF SYN STPL FIB OTH POPLIN/BROADCLOTH
5515999020,OTH WOVEN FABRICS OF SYNTHETIC STAPLE FIB O SHEETG
5515999025,OTH WOV FAB SYNTHETIC STAPLE FIB OTH PRINTCLOTH
5515999030,OTH WOVEN FAB OF SYNTHETIC STAPLE FIB OT OXF CLOTH
5515999035,OTH WOVEN FABRIC OF SYNTHETIC STAPLE FIBER O DUCK
5515999040,OTH WOV FABRIC OF SYNTHETIC STP FIB OT SAT/TWIL WV
5515999045,OTH WOV FAB OF SYNTHETIC STAPLE FIB OT PLAIN WEAVE
5515999090,OTH WOVEN FAB OF SYNTHETIC STAPLE FIB OTH NESOI
5516110010,WOV FAB GT=85% BY WT ART ST FB UNB/BL POPLIN/BRDCL
5516110020,WOVN FAB GT=85% BY WEIGHT ART ST F UNB/BL SHEETING
5516110090,WOV FAB GT=85% BY WT ARTIF STP FIB UB/BL OTH-NESOI
5516120010,WOV FAB GT=85% BY WT ART ST FB DYED POPLIN/BRDCL
5516120020,WOVEN FAB GT=85% BY WGT ART ST FIB DYED SHEETING
5516120090,WOV FAB GT=85% BY WT ARTIF STP FIBR DYED OTH-NESOI
5516130000,"WOV FAB,ARTFCL STAPL FBR, YRN DIF COLR >=85% BY WT"
5516140005,WOV FAB GT=85% BY WGT ART ST FB DIS PRNT PLN WV
5516140015,WOV FAB GT=85% BY WGT ART ST FB PRNT PLN WV
5516140025,WOV FAB GT=85% BY WT ART ST FIB DIS PRNT SAT/TWL
5516140030,WOVEN FAB GT=85% BY WGT ART ST FB SATIN/TWILL WV
5516140085,"WOV FAB GT=85% BY WGT ART STP FIB DISC PRNT, NESOI"
5516140095,WOV FAB GT=85% BY WGT ARTI STP FIB PRNT OTH-NESOI
5516210010,WOV FAB LT 85% WGT ART MNM FIL UB/BL POPL/BRDC
5516210020,WOV FAB LT 85% WGT ART MNM FIL UB/BL SHEETING
5516210030,WOV FAB LT 85% WGT ART M MNM FIL UB/BL PRNTCLTH
5516210040,WOV FAB LT 85% WGT ART M MNM FIL UB/BL SAT/TWL W
5516210090,WOV FAB LT 85% WGT ART M MNM FIL UB/BL OTH NESOI
5516220010,WOV FAB LT 85% WGT ART M MNM FILT DYED POPL/BRDC
5516220020,WOV FAB LT 85% WGT ART M MNM FILT DYED SHEETING
5516220030,WOV FAB LT 85% WGT ART M MNM FILT DYED PRNTCLTH
5516220040,WOV FAB LT 85% WGT ART M MNM FILT DYED SAT/TWL W
5516220090,WOV FAB LT 85% WGT ART M MNM FILT DYED OTH NESOI
5516230010,WOV FAB LT 85% WGT ART M MNM FILMT YDC POPL/BRDC
5516230020,WOV FAB LT 85% WGT ART M MNM FILMT YDF SHEETING
5516230030,WOV FAB LT 85% WGT ART MNM FILMT YDF PRNTCLTH
5516230040,WOV FAB LT 85% WGT ART M MNM FILMT YDF SAT/TWL W
5516230090,WOV FAB LT 85% WGT ART M MNM FILMT YDF OTH NESOI
5516240010,WOV FAB LT 85% WGT ART M MNM FIL PRNTD POPL/BRDC
5516240020,WOV FAB LT 85% WGT ART M MNM FIL PRNTD SHEETING
5516240030,WOV FAB LT 85% WGT ART M MNM FIL PRNTD PRNTCLTH
5516240040,WOV FAB LT 85% WGT ART M MNM FIL PRNTD SAT/TWL W
5516240085,WOV FAB LT 85% WGT ART M MNM FIL DIS PRNTD NESOI
5516240095,WOV FAB LT 85% WGT ART MNM FIL PRNTD OTH NESOI
5516310510,WV F LT 85% SF M W/FAH UB/BL GT=36% WGT W/FAH N CM
5516310520,WV F LT 85% SF M W/FAH UB/BL GT=36% WGT W/FAH COM
5516311000,WV FB LT 85% AT ST FB MX W/FAH UB/BL OTHER
5516320510,"WV FB LT 85% ART SF M GT=36% WGT W/FAH DYED, N COM"
5516320520,"WV FB LT 85% ART SF M GT=36% WGT W/FAH DY, COMB"
5516321000,WOV FAB LT 85% ART ST FB MX W/FAH DYED OTHER
5516330510,WOV FB LT 85% ART MIX GT=36% WGT W/FAH NOT COMBED
5516330520,WOV FB LT 85% ART MIX GT=36% WGT W/FAH COMBED
5516331000,WOV FAB LT 85% ART MX W/FAH YR DF CLRS OTHER
5516340510,WOV FAB LT 85% ART GT=36% WGT W/FAH PRNTD N COMB
5516340520,WOV FAB LT 85% ART M GT=36% WGT W/FAH PRNTD COMB
5516341000,WOV FAB LT 85% ART ST FB MX W/FAH PRNTD OTHER
5516410010,WOV FAB LT 85% ART M COT UNBL/BLC POPLIN/BRDCL
5516410022,WOV FAB LT 85% ART M COT UBL/BL SHTG WD GT127CM
5516410027,WOV FAB LT 85% ART FB M COT UBL/BL SHEETING OTHER
5516410030,WOV FAB LT 85% ART FIB MIX COT UBL/BL PRINTCLOTH
5516410040,WOV FAB LT 85% ART STP FIB MX COT UB/BL OXF CLOTH
5516410050,WOV FAB LT 85% ART STP FIB MX COT UB/BL DUCK
5516410060,WOV FAB LT 85% ART STP FIB MX COT UB/BL STN/TWL WV
5516410070,WOV FAB LT 85% ART STP FIB MX COT UB/BL PLAIN WV
5516410090,WOV FAB LT 85% ART STP FIB MX COT UB/BL OTH NESOI
5516420010,WOV FAB LT 85% ART ST FB M COT DYED POPLIN/BRDCL
5516420022,WOV FAB LT 85% ART ST FB M COT DYE SHT WD GT 127CM
5516420027,WOV FAB LT 85% ART ST FB M COT DYED SHEETING OTHER
5516420030,WOV FAB LT 85% ART STP FIB MIX COT DYED PRINTCLOTH
5516420040,WOV FAB LT 85% ART STP FIB MX COT DYE OXFORD CLOTH
5516420050,WOV FAB LT 85% ART STP FIB MX COTN DYED DUCK
5516420060,WOV FAB LT 85% ART STP FIB MX COT DYE STN/TWL WV
5516420070,WOV FAB LT 85% ART STP FIB MX COT DYE OTH PLAIN WV
5516420090,WOV FAB LT 85% ART STP FIB MX COT DYE OTHER NESOI
5516430010,WOV FAB LT 85% ART ST FB MX M/S COT YDF BLUE DENIM
5516430015,WOV FAB LT 85% ART ST FB MX M/S COT DEN NT BLUE
5516430020,WOV FAB LT 85% ART ST FB MX M/S COT YDF JACQURD WV
5516430035,WOV FAB LT 85% ART FB MX M/S COT YDF OTH GT 127CM
5516430080,WOV FAB LT 85% ART ST FB MX M/S COT YDF OTH NESOI
5516440010,WOV FAB LT 85% ART ST FB M COT PRINT POPL/BRDCL
5516440022,WOV FAB LT 85% ART ST FB COT PRNT SHT WD GT 127CM
5516440027,WOV FAB LT 85% ART ST FB M COT PRNTED SHEET OTHER
5516440030,WOV FAB LT 85% ART STP FIB MIX COT PRNT PRINTCLOTH
5516440040,WOV FAB LT 85% ART STP FIB MX COT PRN OXFORD CLOTH
5516440050,WOV FAB LT 85% ART STP FIB COT PRNTD DUCK
5516440060,WOV FAB LT 85% ART STP FIB MX COT PRNT STN/TWL WV
5516440070,WOV FAB LT 85% ART STP FIB MX COT PRNT OTH PLN WV
5516440090,WOV FAB LT 85% ART STP FIB MX COT PRNT OTHER NESOI
5516910010,WOVEN FABRICS ARTIF STPL FIB OTH POPL/BRDCL UB/BL
5516910020,WOVEN FABRICS ARTIF STPL FIB OTH SHEETING UBL/BLC
5516910030,WOVEN FABRICS ARTIF STPL FIB OTH PRINTCLOTH UBL/BL
5516910040,"WOV FAB ART STPL FIB OTH UM/B CHESCL, LWNS,VLS ETC"
5516910050,WOVEN FABRICS ARTIF STPL FIB OTH DUCK UNBLCHD/BLCH
5516910060,WOVEN FABRICS ARTIF STPL FIB OTH STN/TWLL WV UB/BL
5516910070,WOVEN FABRICS ARTIF STPL FIB OTHER UB/BLC OXFD CLH
5516910090,WOVEN FABRICS ARTIF STAPLE FIBER OTHR NESOI UB/BL
5516920010,WOVEN FABRICS ARTIF STPL FIB OTH POPL/BRDCL DYED
5516920020,WOVEN FABRICS ARTIF STPL FIB OTH SHEETING DYED
5516920030,WOVEN FABRICS ARTIF STPL FIB OTH PRINTCLOTH DYED
5516920040,"WOV FAB ART STPL FIB OTH DYED CHEESCLTH, LWNS, ETC"
5516920050,WOVEN FABRICS ARTIF STPL FIB OTH DUCK DYED
5516920060,WOVEN FABRICS ARTIF STPL FIB OTH STN/TWLL WV DYED
5516920070,WOVEN FABRICS ARTIF STPL FIB OTHER DYED OXFD CLTH
5516920090,WOVEN FABRICS ARTIF STAPLE FIBER OTHR NESOI
5516930010,WOV FAB ARTIF STP FIB OTH YR DIF CLRS BLUE DENIM
5516930020,WOV FAB ARTIF STP FIB OTH YR DIF CLRS JACQUARD WV
5516930090,WOVEN FABRICS OF ART STAPLE FIBERS OT YDF NESOI
5516940010,WOVEN FABRICS ARTIF STPL FIB OTH POPL/BRDCL PRNTED
5516940020,WOVEN FABRICS ARTIF STPL FIB OTH SHEETING PRNTED
5516940030,WOVEN FABRICS ARTIF STPL FIB OTH PRINTCLOTH PRINTD
5516940040,WOVEN FABRICS ARTIF STPL FIB OTH PRNTD CHEESECLOTH
5516940050,WOVEN FABRICS ARTIF STPL FIB OTH DUCK PRINTED
5516940060,WOVEN FABRICS ARTIF STPL FIB OTH STN/TWLL WV PRNTD
5516940070,WOVEN FABRICS ARTIF STPL FIB OTHER PRT OXFRD CLOTH
5516940090,WOVEN FABRICS ARTIF STAPLE FIBER OTHR NESOI PRNTED
5601210010,WADDING IN THE PIECE OF COTTON
5601210090,ARTICLES OF WADDING NESOI OF COTTON
5601220010,WADDING IN THE PIECE OF MANMADE FIBERS
5601220090,ARTICLES OF WADDING NESOI OF MANMADE FIBERS
5601290010,WADDING & ARTILCES OF WAD NESOI CONT GT=85% SLK
5601290020,WADDING & ARTICLES OF WADDING NESOI OF WOOL
5601290090,WADDING & ARTICLES OF WADDING OF TEXT FIBERS NESOI
5601300000,TEXTILE FLOCK AND DUST AND MILL NEPS
5602101000,LAM NEEDLELOOM FELTS & STICH-BONDED FIBER FABRICS
5602109010,NEEDLELOOM FELTS & STITCH-BONDED FIB FAB OF WOOL
5602109090,NEEDLELOOM FELTS AND STITCH-BONDED FIBER FAB NESOI
5602210000,"FELT, NOT IMPREG, COAT, COVER, OR LAM, OF WOOL/FAH"
5602290000,FELT NOT IMPREG COAT COVER OR LAMIN TEX MAT NESOI
5602903000,FELT NESOI OF LAMINATED FABRICS
5602906000,FELT NOT LAMINATED NESOI OF MANMADE FIBER
5602909000,"FELT, NOT LAMINATED, NESOI"
5603110010,"NON-WOV,MM,OTH TN FLR COV/LAM"
5603110090,"OTH NONWOV, MANMADE, NT IMPREG/COATED, LT=25 G/M2"
5603120010,"NON-WOVENS,MM,IMIT SUEDE,(25 - 70 G/M2)"
5603120090,"OTH NONWOV,MANMADE,NT IMP/COATED,(25 - 70 G/M2)"
5603130010,"NON-WOVEN,MM,IMIT SUEDE, (70-150 G/M2)"
5603130090,"OTH NONWOV,MANMADE,NT IMP/COATED,(70-150 G/M2)"
5603143000,"NONWOVEN LAMINATED FABRICS, MAN-MADE, GT 150 G/M2"
5603149010,"NON-WOV,MM, IMITATION SUEDE, WEIGHING GT 150 G/M2"
5603149090,"OTH NONWOV, MANMADE, NT IMPREG/COATED, GT 150 G/M2"
5603910010,"NON-WOV,NT MM,IMITATION SUEDE, WEIGHING LT=25 G/M2"
5603910090,"OTH NONWOV,NT MANMADE, NT IMPREG/COATED, LT=25 G/M"
5603920010,"NON-WOV,NT MM,IMIT SUEDE,WEIGH (25-70 G/M2)"
5603920090,"OTH NONWOV, NT MM,NT IMP/COATED, (25-70 G/M2)"
5603930010,"NON-WOV,NT MM,IMIT SUEDE, WEIGHING (70-150 G/M2)"
5603930090,"OTH NONWOV, NT MM, NT IMP/COATED,(70-150 G/M2)"
5603941010,"NONWOVEN FLOOR COV UNLAY, WOOL/FAH, GT 150 G/M2"
5603941090,"NONWVN FLOOR COV UNLAY,OTH TN WOOL/FAH,GT 150 G/M2"
5603943000,"NONWVN LAM FAB,OTH TN FLOOR COV UNLAY,GT 150 G/M2"
5603949010,"NONWOV,NT MM,IMITATION SUEDE, WEIGHING GT 150 G/M2"
5603949030,"NONWOVEN, NT MM, THRM BONDED STAP FIB, GT 150 G/M2"
5603949050,"NONWOV, NT MM, MECH ENTANG STPL FIB, GT 150 G/M2"
5603949070,"OTH NONWOVEN,NOT MANMADE, FILAMENTS, GT 150 G/M2"
5603949090,"OTH NONWOV, NOT MANMADE, OF STPL FIB, GT 150 G/M2"
5604100000,"RUBBER THREAD AND CORD, TEXTILE COVERED"
5604902000,HIGH TENACITY YARN OF POLY NYL RAY IMPREG W RUBBER
5604909000,"RUB THRD AND CRD, TEX COV YARN AND STRIP NESOI"
5605001000,MTL CTD/LMNTD FIL/STP UNGIMP/UNTWST OR TWS LT 5 MT
5605009000,"OT METALIZED YRN, BEING TEX YRN COMB W METAL"
5606000010,"GIMP YRN,STRP,SYN/ART MONOFIL,CHEN,OF ELAST FILA"
5606000090,"GIMP YRN,STRP,SYN/ART MONOFIL,CHEN,NOT ELAST FILA"
5607210000,TWINE CRD ROPE CABLE O SISAL BINDER OR BALER TWINE
5607290000,"TWINE, CORD, ROPE & CABLE, OF SISAL FIBERS, NESOI"
5607411000,BINDER/BALER TWN WD NFIBRL STRP OF POLYETH/POLYPRP
5607413000,BINDER/BALER TWINE OF POLYETHYLENE/PLOYPRP NESOI
5607491000,TWINE ETC POLYETHYLENE NESOI WIDE NONFIBRILLATED
5607491500,TWINE POLYETHYLENE NESOI NT BRD LT 4.8MM DIA NESOI
5607492500,"TWINE POLYETHYLENE NESOI NT BRAID/PLAITED, NESOI"
5607493000,CORDAGE ETC OF POYLETHYLENE/POLYPROPLENE NESOI
5607502500,"TWNE,CORD,NT BRD OR PLT, 3/4 PLY MLTICLRD, 10% COT"
5607503500,"TWINE, CORD ETC OF OTH SYN FIBER NT BRAID OR PLAIT"
5607504000,"TWINE, CORDAGE, ETC OF OTH SYNTHETIC FIBERS, NESOI"
5607901000,"TWINE, CORDAGE, ROPE, CABLE, OF COIR"
5607901500,TWINE CORD ROPE & CABLE OF JUTE OR OTHER TEX BAST
5607902500,TWINE CORD ETC OF ABACA FIB STRD CONS GT=1.88CM DI
5607903500,"TWINE, CORD, ROPE AND CABLE OF ABACA FIBERS, NESOI"
5607909000,TWINE CORDAGE ROPE BRAIDED OF TEXTILE FIBERS NESOI
5608110010,"HAND-CAST STRING-DRAWN MADE UP FISH NET, MMDE MAT"
5608110090,MADE UP FISH NET NESOI OF MANMADE TEXTILE MATERIAL
5608191010,SALMON GILL NETTING OF NYLON OR OTHER POLYAMIDES
5608191020,FISH NETTING NESOI OF MANMADE TEXTILE MATERIALS
5608192010,KNOT NETTING OF TWINE NESOI
5608192090,KNOTTED NETTING OF TWINE NESOI OF MANMADE TEXT MAT
5608901000,FISH NETTING & FISHING NETS OF TEXTILE MAT EX MMF
5608902300,"HAMMOCKS OF KNOT NETTING OF TWINE, CORDAGE"
5608902700,KNOTTED NET OF TWINE CORDAGE EX HAMMOCKS
5608903000,KNOTTED NETTING OF TWINE NESOI OF TEXTILE MATL EXC
5609001000,"ART O YRN, STRIP, TWINE, CORD, ROPE, CABLE NES COT"
5609002000,"ART O YRN, STRIP, ETC, NES VEGETABLE FIBER EXC COT"
5609003000,"ART OF YARN, STRIP, ETC, NES OF MANMADE FIBERS"
5609004000,"ARTICLE OF YARN, STRIP, TWN, NES, TEXT MATL NESII"
5701101300,"TEX CARPT, HND-KNTD ALPACA ETC PILE CERT HND-LM FL"
5701101600,"TEXTILE CARPET, H-KNOT ALPACA ETC N-CERT"
5701104000,"TEXT FLOOR COVERING, HAND-HOOKED/KNOTTED, WOOL/FAH"
5701109000,"TEXTILE CARPETING, KNOTTED, WOOL/FAH NESOI"
5701901010,"TEXTILE CARPETING, HAND-KNOTTED PILE EXC WOOL"
5701901020,"TEXTILE CARPETING, MACHINE-KNOTTED PILE, COTTON"
5701901030,"TEXTILE CARPETING, MACHINE-KNOTTED PILE, MMF FIBER"
5701901090,"TEXTILE CARPETING, MACHINE-KNOTTED PILE, NESOI"
5701902010,CARPETING & TEXTILES FLR COVRNG HAND-HOOKED NESOI
5701902020,CARPETS & TEXT FLOOR COVERING KNOTTED COTTON NESOI
5701902030,"CARPETNG & TEXT FLOOR COVERINGS KNOTTED, MMF NESOI"
5701902090,"TEXTILE CARPETING, KNOTTED, TEXTILE FIBERS NESOI"
5702101000,"TEXTILE CARPETS, WOVEN KELAM ETC, CERT H-LM FL"
5702109010,"TEXTILE CARPETS, WOVEN KELAM ETC WOOL N CERT"
5702109020,"TEXTILE CARPETS, WOVEN KELAM ETC COTTON N CERT"
5702109030,"TEXTILE CARPETS, WOVEN KELAM ETC MMF N CERT"
5702109090,"TEXTILE CARPETS, WOVEN KELAM ETC, N CERT"
5702201000,"TEXTILE CARPETS, WOVEN, COIR FIBER WITH PILE"
5702202000,"TEXTILE CARPETS, WOVEN, COIR FIBER WITHOUT PILE"
5702311000,"TEXTILE CARPETS, WOV WILTON ETC, WL PILE N MADE UP"
5702312000,"TEXTILE CARPETS, WOV WOOL PILE, NOT MADE UP NESOI"
5702321000,"TEXTILE CARPETS, WOV WILTON ETC, MMF PILE, N M/UP"
5702322000,"TEXTILE CARPETS, WOV MANMADE PILE, N MADE UP NESOI"
5702391000,"TEXTILE CARPETS, WOVEN JUTE PILE, NOT MADE UP"
5702392010,"TEXTILE CARPETS, WOVEN COTTON PILE, NOT MADE UP"
5702392090,"TEXTILE CARPETS, WOV PILE MATL NESOI, N MADE UP"
5702411000,"TEXTILE CARPETS, WOV WILTON ETC, WL PILE, MADE UP"
5702412000,"TEXTILE CARPETS, WOVEN WOOL PILE NESOI, MADE UP"
5702421000,"TEXTILE CARPETS, WOV WILTON ETC, MMF PILE, MADE UP"
5702422020,"WOV TEX CARPET OF MMF, NOT MADE ON POW DRIVEN LOOM"
5702422080,"CARPETS & FLR CVRNG MMF PILE, MADE-UP NESOI WOVEN"
5702491020,"WOV TEX CRPTS, PILE, OF COT, NT MADE ON POWER LOOM"
5702491080,"CARPETS & FLOOR COVERING, COT PILE NT M POWER LOOM"
5702491500,"TEXTILE CARPETS, WOVEN JUTE PILE, MADE UP"
5702492000,"TEXTILE CARPETS, WOV PILE MATERIAL NESOI, MADE UP"
5702502000,"TEXTILE CARPETS, WOV NO PILE, WOOL HD LM, NOT MADE"
5702504000,"TEXTILE CARPETS, WOV NO PILE, WOOL NESOI, NOT MADE"
5702505200,"TEX CARPETS, WOV NT PILE, MM TEX MAT, NT MADE UP"
5702505600,"TEXTILE CARPETS, WOV NO PILE, COTTON, NOT MADE UP"
5702505900,"TEXTILE CARPETS, WOV NO PILE, TEX NESOI, NOT MADE"
5702912000,"TEXTILE CARPETS, WOV NO PILE, WOOL CER H-LM MADEUP"
5702913000,"TEXTILE CARPETS, WOV NO PILE, WL OTH H-LM MADE UP"
5702914000,"TEXTILE CARPETS, WOV NO PILE, WOOL N H-LM, MADE UP"
5702921000,TEXTILE CARPET WOV NO PILE MMF H-LM MADE-UP
5702929000,"TEXTILE CARPETS, WOV NO PILE, MMF, MADE UP"
5702990500,TEXTILE CARPETS WOV NO PILE COT H-LM MADE UP
5702991500,TEXTILE CARPETS WOV NO PILE COT MADE UP
5702992000,"TEXTILE CARPETS, WOV NO PILE , TEX NESOI, MADE UP"
5703102000,"TEXT CARPETS, TUFTED, OF WOOL OR FAH, HAND-HOOKED"
5703108000,"TEXT CARPETS,TUFTED,OF WOOL OR FAH, NT HAND-HOOKED"
5703201000,"TEXTILE CARPETS, TUFTED, OF NYLON ETC, HAND-HOOKED"
5703202010,"TX CRPT TFTD NYL ETC, LT=5.25M2 IN AREA N HAND-HKD"
5703202090,TEXTILE CARPETS TUFTED NYLON ETC OTHER
